22/3/5,1:37:51,0.02,2168025.08,7.28,623.00,0.33,2.96
22/3/5,1:38:19,0.02,2150208.77,7.26,623.00,0.33,2.96
22/3/5,1:38:47,0.02,2129927.01,7.35,623.00,0.33,2.96
22/3/5,1:39:14,0.02,2112825.86,7.50,623.00,0.34,2.96
22/3/5,1:39:42,0.02,2096875.00,243.07,300.00,0.33,0.09
22/3/5,1:40:9,0.02,2087486.97,242.48,300.00,0.33,0.09
22/3/5,1:40:36,0.02,2073618.35,248.94,300.00,0.34,0.09
22/3/5,1:41:3,0.02,2059645.46,251.29,300.00,0.34,0.09
22/3/5,1:41:30,0.02,2039375.00,252.17,300.00,0.35,0.09
22/3/5,1:41:57,0.02,2019708.03,215.48,300.00,0.30,0.09
22/3/5,1:42:23,0.02,2019415.45,7.64,623.00,0.34,2.96
22/3/5,1:42:50,0.02,2007523.51,7.57,623.00,0.34,2.96
22/3/5,1:43:16,0.02,1991753.65,7.83,623.00,0.35,2.96
22/3/5,1:43:42,0.03,1980480.17,7.74,623.00,0.35,2.96
22/3/5,1:44:9,0.03,1960625.00,246.89,300.00,0.34,0.09
22/3/5,1:44:35,0.03,1952659.02,255.69,300.00,0.35,0.09
22/3/5,1:45:0,0.03,1938958.33,255.69,300.00,0.35,0.09
22/3/5,1:45:26,0.03,1927187.50,7.78,623.00,0.35,2.96
22/3/5,1:45:52,0.03,1917187.50,7.62,623.00,0.34,2.96
22/3/5,1:46:17,0.03,1909498.96,7.60,623.00,0.34,2.96
22/3/5,1:46:43,0.03,1895620.44,7.81,623.00,0.35,2.96
22/3/5,1:8:26,0.00,1989062.50,6.80,623.00,0.31,2.96
22/3/5,2:10:27,0.00,2050313.15,7.32,623.00,0.33,2.96
22/3/5,2:10:53,0.00,1989468.20,5.46,623.00,0.24,2.96
22/3/5,2:11:19,0.00,1999791.23,7.56,623.00,0.34,2.96
22/3/5,2:11:45,0.00,1957993.73,7.57,623.00,0.34,2.96
22/3/5,2:12:11,0.00,1940980.19,248.06,300.00,0.34,0.09
22/3/5,2:12:37,0.00,1936600.63,242.78,300.00,0.33,0.09
22/3/5,2:13:3,0.00,1933194.15,250.41,300.00,0.34,0.09
22/3/5,2:13:29,0.00,1926903.02,7.64,623.00,0.34,2.96
22/3/5,2:13:54,0.00,1920041.75,7.73,623.00,0.35,2.96
22/3/5,2:14:20,0.00,1899895.72,5.94,623.00,0.27,2.96
22/3/5,2:14:45,0.00,1900104.28,7.85,623.00,0.35,2.96
22/3/5,2:15:11,0.00,1886472.42,252.76,300.00,0.35,0.09
22/3/5,2:15:36,0.00,1881458.33,252.17,300.00,0.35,0.09
22/3/5,2:16:1,0.00,1873722.63,250.70,300.00,0.34,0.09
22/3/5,2:16:26,0.00,1866840.46,7.59,623.00,0.34,2.96
22/3/5,2:16:52,0.00,1856875.00,7.71,623.00,0.35,2.96
22/3/5,2:17:17,0.01,1856963.35,7.57,623.00,0.34,2.96
22/3/5,2:17:42,0.01,1843482.79,247.47,300.00,0.34,0.09
22/3/5,2:18:6,0.01,1847639.03,255.11,300.00,0.35,0.09
22/3/5,2:18:31,0.01,1826770.83,256.28,300.00,0.35,0.09
22/3/5,2:18:56,0.01,1821793.53,7.82,623.00,0.35,2.96
22/3/5,2:19:21,0.01,1813451.51,7.82,623.00,0.35,2.96
22/3/5,2:19:45,0.01,1806360.79,7.80,623.00,0.35,2.96
22/3/5,2:20:10,0.01,1798227.32,255.69,300.00,0.35,0.09
22/3/5,2:20:34,0.01,1792797.49,247.18,300.00,0.34,0.09
22/3/5,2:20:59,0.01,1783333.33,210.78,300.00,0.29,0.09
22/3/5,2:21:23,0.01,1776979.17,7.62,623.00,0.34,2.96
22/3/5,2:21:47,0.01,1765625.00,7.85,623.00,0.35,2.96
22/3/5,2:22:11,0.01,1762526.10,250.12,300.00,0.34,0.09
22/3/5,2:22:35,0.01,1755057.35,243.36,300.00,0.33,0.09
22/3/5,2:23:0,0.01,1758280.92,253.64,300.00,0.35,0.09
22/3/5,2:23:24,0.01,1743378.52,7.80,623.00,0.35,2.96
22/3/5,2:23:47,0.01,1734166.67,7.62,623.00,0.34,2.96
22/3/5,2:24:11,0.01,1728779.98,256.28,300.00,0.35,0.09
22/3/5,2:24:35,0.01,1719479.17,248.94,300.00,0.34,0.09
22/3/5,2:24:59,0.01,1717327.77,255.11,300.00,0.35,0.09
22/3/5,2:25:23,0.01,1710218.98,7.82,623.00,0.35,2.96
22/3/5,2:25:46,0.01,1704906.05,7.30,623.00,0.33,2.96
22/3/5,2:26:10,0.01,1697601.67,255.40,300.00,0.35,0.09
22/3/5,2:26:33,0.01,1690928.05,255.40,300.00,0.35,0.09
22/3/5,2:26:57,0.01,1688413.36,7.73,623.00,0.35,2.96
22/3/5,2:27:20,0.01,1679979.14,7.71,623.00,0.35,2.96
22/3/5,2:27:43,0.01,1673305.53,253.35,300.00,0.35,0.09
22/3/5,2:28:7,0.01,1669760.17,250.41,300.00,0.34,0.09
22/3/5,2:28:30,0.01,1665484.88,256.57,300.00,0.35,0.09
22/3/5,2:28:53,0.01,1661209.59,7.50,623.00,0.34,2.96
22/3/5,2:29:16,0.01,1656204.38,7.80,623.00,0.35,2.96
22/3/5,2:29:39,0.01,1650052.14,252.76,300.00,0.35,0.09
22/3/5,2:30:2,0.01,1643333.33,255.99,300.00,0.35,0.09
22/3/5,2:30:25,0.01,1638830.90,7.11,623.00,0.32,2.96
22/3/5,2:30:48,0.01,1641736.40,7.61,623.00,0.34,2.96
22/3/5,2:31:11,0.01,1631178.31,254.52,300.00,0.35,0.09
22/3/5,2:31:34,0.01,1628675.70,246.01,300.00,0.34,0.09
22/3/5,2:31:57,0.02,1633892.97,7.60,623.00,0.34,2.96
22/3/5,2:32:20,0.02,1621063.61,7.69,623.00,0.35,2.96
22/3/5,2:32:43,0.02,1613764.34,248.94,300.00,0.34,0.09
22/3/5,2:33:5,0.02,1611053.18,251.00,300.00,0.34,0.09
22/3/5,2:33:28,0.02,1606993.74,7.85,623.00,0.35,2.96
22/3/5,2:33:51,0.02,1603653.44,7.66,623.00,0.34,2.96
22/3/5,2:34:13,0.02,1599895.62,250.70,300.00,0.34,0.09
22/3/5,2:34:36,0.02,1594056.31,254.81,300.00,0.35,0.09
22/3/5,2:34:58,0.02,1583194.15,254.23,300.00,0.35,0.09
22/3/5,2:35:21,0.02,1586861.31,7.68,623.00,0.34,2.96
22/3/5,2:35:43,0.02,1581647.55,256.87,300.00,0.35,0.09
22/3/5,2:36:6,0.02,1576642.34,255.40,300.00,0.35,0.09
22/3/5,2:36:28,0.02,1578578.89,7.76,623.00,0.35,2.96
22/3/5,2:36:50,0.02,1573382.05,7.82,623.00,0.35,2.96
22/3/5,2:37:13,0.02,1568058.46,256.87,300.00,0.35,0.09
22/3/5,2:37:35,0.02,1564822.55,249.53,300.00,0.34,0.09
22/3/5,2:37:57,0.02,1559479.17,7.85,623.00,0.35,2.96
22/3/5,2:38:19,0.02,1561233.02,7.63,623.00,0.34,2.96
22/3/5,2:38:42,0.02,1556680.58,260.39,300.00,0.36,0.09
22/3/5,2:39:4,0.02,1551616.27,253.35,300.00,0.35,0.09
22/3/5,2:39:26,0.02,1551410.66,7.80,623.00,0.35,2.96
22/3/5,2:39:48,0.02,1543437.50,7.62,623.00,0.34,2.96
22/3/5,2:40:10,0.02,1540458.81,252.76,300.00,0.35,0.09
22/3/5,2:40:32,0.02,1537160.75,249.24,300.00,0.34,0.09
22/3/5,2:40:54,0.02,1533785.19,7.53,623.00,0.34,2.96
22/3/5,2:41:16,0.02,1530167.01,7.65,623.00,0.34,2.96
22/3/5,2:41:38,0.02,1524583.33,253.93,300.00,0.35,0.09
22/3/5,2:42:0,0.02,1522210.64,254.52,300.00,0.35,0.09
22/3/5,2:42:22,0.02,1519583.33,7.84,623.00,0.35,2.96
22/3/5,2:42:44,0.02,1516041.67,7.61,623.00,0.34,2.96
22/3/5,2:43:5,0.02,1511875.00,254.52,300.00,0.35,0.09
22/3/5,2:43:27,0.02,1510636.08,7.86,623.00,0.35,2.96
22/3/5,2:43:49,0.02,1505729.17,7.64,623.00,0.34,2.96
22/3/5,2:44:11,0.02,1504796.66,254.52,300.00,0.35,0.09
22/3/5,2:44:32,0.02,1494786.24,249.24,300.00,0.34,0.09
22/3/5,2:44:54,0.02,1497914.49,7.70,623.00,0.35,2.96
22/3/5,2:45:15,0.02,1495307.61,7.72,623.00,0.35,2.96
22/3/5,2:45:37,0.02,1487721.12,250.12,300.00,0.34,0.09
22/3/5,2:45:59,0.03,1489885.30,253.05,300.00,0.35,0.09
22/3/5,2:46:20,0.03,1485490.61,7.75,623.00,0.35,2.96
22/3/5,2:46:42,0.03,1483107.40,252.76,300.00,0.35,0.09
22/3/5,2:47:3,0.03,1480187.70,258.63,300.00,0.35,0.09
22/3/5,2:47:25,0.03,1477059.44,7.82,623.00,0.35,2.96
22/3/5,2:47:46,0.03,1473826.90,7.74,623.00,0.35,2.96
22/3/5,2:48:7,0.03,1471324.30,256.28,300.00,0.35,0.09
22/3/5,2:48:29,0.03,1467987.49,259.22,300.00,0.36,0.09
22/3/5,2:48:50,0.03,1466492.69,7.83,623.00,0.35,2.96
22/3/5,2:49:11,0.03,1462252.35,259.22,300.00,0.36,0.09
22/3/5,2:49:33,0.03,1458229.17,255.11,300.00,0.35,0.09
22/3/5,2:49:54,0.03,1456308.65,7.69,623.00,0.35,2.96
22/3/5,2:50:15,0.03,1452867.57,7.50,623.00,0.34,2.96
22/3/5,2:50:36,0.03,1448020.83,252.76,300.00,0.35,0.09
22/3/5,2:50:57,0.03,1446089.68,7.66,623.00,0.34,2.96
22/3/5,2:51:19,0.03,1444479.17,7.85,623.00,0.35,2.96
22/3/5,2:51:40,0.03,1440312.50,249.24,300.00,0.34,0.09
22/3/5,2:52:1,0.03,1437643.38,256.28,300.00,0.35,0.09
22/3/5,2:52:22,0.03,1434619.40,7    ¢¢¢         2.96
22/3/5,10:0:18,0.00,1123399.79,6.77,623.00,0.30,2.96
22/3/5,10:0:36,0.00,1126806.28,224.87,300.00,0.31,0.09
22/3/5,10:0:54,0.00,1132217.57,6.60,623.00,0.30,2.96
22/3/5,10:1:12,0.00,1145868.64,221.35,300.00,0.30,0.09
22/3/5,10:1:30,0.00,1142736.84,228.39,300.00,0.31,0.09
22/3/5,10:1:48,0.00,1144584.65,7.11,623.00,0.32,2.96
22/3/5,10:2:6,0.00,1139289.45,239.84,300.00,0.33,0.09
22/3/5,10:2:25,0.00,1142827.23,7.13,623.00,0.32,2.96
22/3/5,10:2:43,0.00,1149526.81,222.23,300.00,0.31,0.09
22/3/5,10:3:1,0.00,1144769.87,236.91,300.00,0.33,0.09
22/3/5,10:3:19,0.00,1144989.56,7.00,623.00,0.31,2.96
22/3/5,10:3:37,0.00,1146443.51,243.36,300.00,0.33,0.09
22/3/5,10:3:56,0.00,1155205.05,7.30,623.00,0.33,2.96
22/3/5,10:4:14,0.00,1151937.17,7.15,623.00,0.32,2.96
22/3/5,10:4:32,0.00,1147132.43,236.61,300.00,0.32,0.09
22/3/5,10:4:51,0.00,1155718.78,7.22,623.00,0.32,2.96
22/3/5,10:5:9,0.00,1152609.60,233.38,300.00,0.32,0.09
22/3/5,10:5:27,0.00,1159663.87,7.56,623.00,0.34,2.96
22/3/5,10:5:45,0.00,1151252.61,7.21,623.00,0.32,2.96
22/3/5,10:6:4,0.00,1161029.41,245.42,300.00,0.34,0.09
22/3/5,10:6:22,0.00,1157591.62,7.25,623.00,0.33,2.96
22/3/5,10:6:40,0.00,1160545.65,247.47,300.00,0.34,0.09
22/3/5,10:6:59,0.00,1156589.96,249.24,300.00,0.34,0.09
22/3/5,10:7:17,0.01,1164218.26,7.21,623.00,0.32,2.96
22/3/5,10:7:36,0.01,1154431.70,251.00,300.00,0.34,0.09
22/3/5,10:7:54,0.01,1166246.06,7.55,623.00,0.34,2.96
22/3/5,10:8:12,0.01,1161635.22,253.05,300.00,0.35,0.09
22/3/5,10:8:31,0.01,1162788.26,247.18,300.00,0.34,0.09
22/3/5,10:8:49,0.01,1164705.88,7.47,623.00,0.34,2.96
22/3/5,10:9:7,0.01,1158455.11,241.02,300.00,0.33,0.09
22/3/5,10:9:26,0.01,1160919.54,7.67,623.00,0.34,2.96
22/3/5,10:9:44,0.01,1161610.88,7.34,623.00,0.33,2.96
22/3/5,10:10:3,0.01,1170136.70,242.78,300.00,0.33,0.09
22/3/5,10:10:21,0.01,1167785.94,7.48,623.00,0.34,2.96
22/3/5,10:10:39,0.01,1162800.42,247.77,300.00,0.34,0.09
22/3/5,10:10:58,0.01,1167400.42,7.31,623.00,0.33,2.96
22/3/5,10:11:16,0.01,1168096.23,7.74,623.00,0.35,2.96
22/3/5,10:11:35,0.01,1161795.41,248.06,300.00,0.34,0.09
22/3/5,10:11:53,0.01,1168200.84,7.41,623.00,0.33,2.96
22/3/5,10:12:11,0.01,1167748.69,244.24,300.00,0.34,0.09
22/3/5,10:12:30,0.01,1171458.55,235.14,300.00,0.32,0.09
22/3/5,10:12:48,0.01,1175684.21,7.74,623.00,0.35,2.96
22/3/5,10:13:7,0.01,1163845.35,238.37,300.00,0.33,0.09
22/3/5,10:13:25,0.01,1171398.53,7.26,623.00,0.33,2.96
22/3/5,10:13:44,0.01,1170964.36,7.37,623.00,0.33,2.96
22/3/5,10:14:2,0.01,1170606.69,245.42,300.00,0.34,0.09
22/3/5,10:14:20,0.01,1149266.25,7.30,623.00,0.33,2.96
22/3/5,10:14:39,0.01,1170397.49,239.25,300.00,0.33,0.09
22/3/5,10:14:57,0.01,1164963.50,7.39,623.00,0.33,2.96
22/3/5,10:15:16,0.01,1171174.00,7.72,623.00,0.35,2.96
22/3/5,10:15:34,0.01,1164472.31,243.66,300.00,0.33,0.09
22/3/5,10:15:53,0.01,1168997.91,7.80,623.00,0.35,2.96
22/3/5,10:16:11,0.01,1175840.34,251.00,300.00,0.34,0.09
22/3/5,10:16:30,0.01,1174684.87,253.93,300.00,0.35,0.09
22/3/5,10:16:48,0.01,1181243.41,7.30,623.00,0.33,2.96
22/3/5,10:17:6,0.01,1166179.54,252.17,300.00,0.35,0.09
22/3/5,10:17:25,0.01,1176050.42,7.30,623.00,0.33,2.96
22/3/5,10:17:43,0.01,1165693.43,247.18,300.00,0.34,0.09
22/3/5,10:18:2,0.01,1167468.62,253.93,300.00,0.35,0.09
22/3/5,10:18:20,0.01,1167958.12,7.55,623.00,0.34,2.96
22/3/5,10:18:39,0.01,1168900.52,232.21,300.00,0.32,0.09
22/3/5,10:18:57,0.01,1162083.33,7.40,623.00,0.33,2.96
22/3/5,10:19:16,0.01,1173849.37,7.39,623.00,0.33,2.96
22/3/5,10:19:34,0.01,1168020.83,244.83,300.00,0.34,0.09
22/3/5,10:19:53,0.01,1177044.03,7.42,623.00,0.33,2.96
22/3/5,10:20:11,0.01,1167879.42,238.08,300.00,0.33,0.09
22/3/5,10:20:30,0.01,1173089.01,242.19,300.00,0.33,0.09
22/3/5,10:20:48,0.01,1171264.37,7.78,623.00,0.35,2.96
22/3/5,10:21:7,0.01,1181598.32,245.71,300.00,0.34,0.09
22/3/5,10:21:25,0.01,1176600.21,7.67,623.00,0.34,2.96
22/3/5,10:21:44,0.02,1177415.97,7.51,623.00,0.34,2.96
22/3/5,10:22:2,0.02,1177310.92,235.44,300.00,0.32,0.09
22/3/5,10:22:20,0.02,1169979.08,7.56,623.00,0.34,2.96
22/3/5,10:22:39,0.02,1164583.33,241.02,300.00,0.33,0.09
22/3/5,10:22:57,0.02,1167950.05,7.25,623.00,0.33,2.96
22/3/5,10:23:16,0.02,1170261.78,7.52,623.00,0.34,2.96
22/3/5,10:23:34,0.02,1169779.64,237.79,300.00,0.33,0.09
22/3/5,10:23:53,0.02,1168305.44,7.65,623.00,0.34,2.96
22/3/5,10:24:11,0.02,1162878.00,248.65,300.00,0.34,0.09
22/3/5,10:24:30,0.02,1167924.53,252.17,300.00,0.35,0.09
22/3/5,10:24:48,0.02,1171143.76,7.61,623.00,0.34,2.96
22/3/5,10:25:6,0.02,1159854.01,249.82,300.00,0.34,0.09
22/3/5,10:25:24,0.02,1121793.53,7.70,623.00,0.35,2.96
22/3/5,10:25:43,0.02,1158602.71,255.40,300.00,0.35,0.09
22/3/5,10:26:1,0.02,1167714.88,245.42,300.00,0.34,0.09
22/3/5,10:26:20,0.02,1169077.57,7.69,623.00,0.35,2.96
22/3/5,10:26:38,0.02,1160000.00,252.46,300.00,0.35,0.09
22/3/5,10:26:57,0.02,1170094.44,7.45,623.00,0.33,2.96
22/3/5,10:27:15,0.02,1166631.69,7.30,623.00,0.33,2.96
22/3/5,10:27:33,0.02,1163674.32,255.40,300.00,0.35,0.09
22/3/5,10:27:52,0.02,1157648.28,7.44,623.00,0.33,2.96
22/3/5,10:28:10,0.02,1163845.35,239.55,300.00,0.33,0.09
22/3/5,10:28:29,0.02,1173922.19,241.90,300.00,0.33,0.09
22/3/5,10:28:47,0.02,1164233.58,7.20,623.00,0.32,2.96
22/3/5,10:29:5,0.02,1164884.70,246.30,300.00,0.34,0.09
22/3/5,10:29:24,0.02,1171608.83,7.51,623.00,0.34,2.96
22/3/5,10:29:42,0.02,1167156.35,230.45,300.00,0.32,0.09
22/3/5,10:30:1,0.02,1163075.31,243.66,300.00,0.33,0.09
22/3/5,10:30:19,0.02,1168874.87,7.54,623.00,0.34,2.96
22/3/5,10:30:37,0.02,1158977.04,245.13,300.00,0.34,0.09
22/3/5,10:30:56,0.02,1164465.41,7.79,623.00,0.35,2.96
22/3/5,10:31:14,0.02,1166142.56,7.37,623.00,0.33,2.96
22/3/5,10:31:33,0.02,1156308.65,245.42,300.00,0.34,0.09
22/3/5,10:31:51,0.02,1154734.65,7.43,623.00,0.33,2.96
22/3/5,10:32:9,0.02,1151616.27,238.08,300.00,0.33,0.09
22/3/5,10:32:28,0.02,1160146.44,7.36,623.00,0.33,2.96
22/3/5,10:32:46,0.02,1159685.86,7.20,623.00,0.32,2.96
22/3/5,10:33:4,0.02,1156412.93,241.02,300.00,0.33,0.09
22/3/5,10:33:23,0.02,1164285.71,7.47,623.00,0.34,2.96
22/3/5,10:33:41,0.02,1164563.62,246.01,300.00,0.34,0.09
22/3/5,10:33:59,0.02,1157232.70,243.66,300.00,0.33,0.09
22/3/5,10:34:18,0.02,1154801.67,7.33,623.00,0.33,2.96
22/3/5,10:34:36,0.02,1158595.39,240.14,300.00,0.33,0.09
22/3/5,10:34:54,0.02,1158638.74,7.33,623.00,0.33,2.96
22/3/5,10:35:13,0.02,1149947.86,250.70,300.00,0.34,0.09
22/3/5,10:35:31,0.02,1151666.67,243.36,300.00,0.33,0.09
22/3/5,10:35:49,0.02,1150104.17,7.41,623.00,0.33,2.96
22/3/5,10:36:8,0.03,1151565.76,248.94,300.00,0.34,0.09
22/3/5,10:36:26,0.03,1188744.59,7.63,623.00,0.34,2.96
22/3/5,10:36:44,0.03,1149738.77,7.80,623.00,0.35,2.96
22/3/5,10:37:2,0.03,1151150.63,252.46,300.00,0.35,0.09
22/3/5,10:37:21,0.03,1149686.19,7.13,623.00,0.32,2.96
22/3/5,10:37:39,0.03,1143854.17,237.20,300.00,0.33,0.09
22/3/5,10:37:57,0.03,1141145.83,7.47,623.00,0.34,2.96
